Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002006,Female,No,0,Graduate,,3182,0.0,116.0,,0.0,Semiurban,N
LP001488,Male,Yes,3+,Not Graduate,Yes,2647,1587.0,113.0,360.0,1.0,Rural,Y
LP001265,Male,Yes,0,Graduate,Yes,1977,3541.0,131.0,360.0,1.0,Semiurban,Y
LP002301,Male,No,3+,Graduate,Yes,37719,0.0,600.0,180.0,0.0,Urban,N
LP001664,Female,No,0,Graduate,Yes,10000,0.0,187.0,360.0,1.0,Semiurban,Y
LP001289,Male,Yes,0,Graduate,Yes,2958,2900.0,95.0,360.0,1.0,Semiurban,Y
LP002223,Male,Yes,2,Not Graduate,Yes,3083,242.0,108.0,360.0,1.0,Semiurban,Y
LP002961,Male,Yes,2,Not Graduate,Yes,3601,663.0,100.0,360.0,1.0,Urban,Y
LP002543,Male,Yes,2,Not Graduate,No,3333,1000.0,105.0,360.0,1.0,Rural,N
LP002234,Male,No,0,Graduate,Yes,6500,0.0,133.0,360.0,1.0,Semiurban,Y
LP001043,Male,Yes,0,Graduate,Yes,1828,997.0,47.0,180.0,1.0,Urban,Y
LP002652,Male,No,2,Graduate,Yes,5532,0.0,133.0,360.0,1.0,Rural,Y
LP002813,Male,Yes,0,Graduate,Yes,3232,2064.0,104.0,360.0,0.0,Urban,N
LP002872,,Yes,0,Graduate,Yes,4750,2306.0,148.0,360.0,1.0,Semiurban,Y
LP001492,Male,Yes,3+,Graduate,Yes,3036,2083.0,99.0,360.0,1.0,Semiurban,N
LP001636,Male,Yes,0,Graduate,Yes,5708,0.0,125.0,360.0,1.0,Semiurban,Y
LP001100,Male,No,3+,Graduate,Yes,3083,2791.0,150.0,360.0,1.0,Rural,Y
LP002888,Male,Yes,1,Graduate,Yes,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP001473,Male,No,0,Graduate,Yes,2014,2840.0,131.0,360.0,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,Yes,8334,1833.0,180.0,360.0,,Semiurban,Y
LP001798,Male,No,0,Graduate,Yes,4095,2500.0,151.0,360.0,1.0,Urban,Y
LP002191,Male,Yes,0,Graduate,Yes,4310,0.0,110.0,360.0,1.0,Urban,Y
LP001116,Male,Yes,2,Graduate,Yes,3073,1526.0,145.0,360.0,1.0,Urban,Y
LP001814,Female,No,1,Graduate,Yes,2876,1560.0,110.0,360.0,1.0,Rural,N
LP002820,Male,Yes,2,Graduate,No,10139,7873.0,380.0,360.0,1.0,Urban,Y
LP001978,Male,No,0,Graduate,No,20166,4333.0,162.0,300.0,0.0,Semiurban,N
LP002543,Male,Yes,1,Not Graduate,Yes,5333,1430.0,186.0,360.0,1.0,Rural,N
LP002820,Male,No,0,Graduate,No,6822,0.0,84.0,120.0,1.0,Rural,N
LP002335,Male,Yes,0,Graduate,Yes,5829,1417.0,211.0,360.0,1.0,Urban,Y
LP001743,Male,Yes,3+,Not Graduate,No,4344,983.0,87.0,360.0,1.0,Rural,N
LP001908,Male,No,0,Graduate,Yes,4000,0.0,50.0,360.0,1.0,Urban,Y
LP002112,Female,No,0,Graduate,Yes,2378,1625.0,104.0,360.0,1.0,Urban,Y
LP002361,Male,Yes,1,Graduate,Yes,3859,1508.0,124.0,,0.0,Rural,N
LP001426,Male,Yes,0,Graduate,Yes,6080,2142.0,182.0,360.0,,Rural,Y
LP002161,Male,Yes,0,Graduate,Yes,4750,2333.0,130.0,360.0,1.0,Rural,Y
LP001504,Male,Yes,2,Graduate,Yes,11417,0.0,187.0,180.0,1.0,Urban,Y
LP002925,,Yes,0,Graduate,Yes,3087,2188.0,153.0,360.0,0.0,Semiurban,N
LP002296,Male,No,0,Not Graduate,Yes,3902,1542.0,110.0,360.0,1.0,Rural,Y
LP002912,Male,Yes,1,Graduate,Yes,2787,0.0,55.0,360.0,1.0,Urban,N
LP001179,Female,No,0,Graduate,Yes,4230,0.0,116.0,360.0,1.0,Semiurban,N
LP001155,Male,Yes,1,Graduate,Yes,4616,1260.0,110.0,360.0,1.0,Semiurban,Y
LP002288,Male,Yes,1,Not Graduate,Yes,4554,0.0,130.0,360.0,1.0,Urban,Y
LP002449,Male,Yes,2,Not Graduate,Yes,2309,1255.0,98.0,360.0,1.0,Semiurban,Y
LP002300,Male,Yes,0,Not Graduate,Yes,3010,3136.0,,360.0,1.0,Rural,Y
LP002743,Female,Yes,1,Graduate,Yes,3326,913.0,130.0,180.0,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,Yes,4680,2087.0,185.0,360.0,1.0,Semiurban,N
LP002448,Male,Yes,2,Not Graduate,Yes,4652,0.0,130.0,180.0,1.0,Semiurban,Y
LP001327,Male,Yes,0,Graduate,Yes,1977,6666.0,70.0,360.0,1.0,Urban,Y
LP001603,Male,Yes,0,Graduate,Yes,9328,0.0,188.0,360.0,1.0,Urban,Y
LP002757,Male,Yes,2,Graduate,Yes,3159,2330.0,144.0,360.0,1.0,Rural,Y
LP001875,Male,No,0,Graduate,No,4692,0.0,128.0,360.0,1.0,Rural,Y
LP001109,Male,Yes,0,Graduate,Yes,1828,5500.0,70.0,360.0,1.0,Urban,Y
LP002086,Female,No,3+,Graduate,Yes,3062,0.0,255.0,360.0,0.0,Semiurban,Y
LP001917,Male,Yes,0,Graduate,Yes,3927,7250.0,200.0,360.0,0.0,Semiurban,N
LP002272,Male,Yes,0,Graduate,,63337,0.0,490.0,180.0,1.0,Urban,N
LP002446,Male,Yes,2,Not Graduate,Yes,1958,1456.0,113.0,180.0,1.0,Rural,Y
LP001350,Male,Yes,1,Graduate,Yes,6065,2004.0,187.0,360.0,1.0,Semiurban,Y
LP002151,Male,Yes,0,Graduate,Yes,8334,1833.0,180.0,360.0,1.0,Urban,Y
LP001198,Male,Yes,2,Graduate,Yes,1299,1526.0,113.0,360.0,1.0,Semiurban,Y
LP002308,Male,Yes,0,Graduate,Yes,5829,0.0,138.0,360.0,1.0,Rural,Y
LP001164,Male,No,0,Graduate,Yes,9166,0.0,244.0,360.0,1.0,Urban,N
LP002444,Male,Yes,2,Graduate,Yes,3859,0.0,96.0,360.0,1.0,Rural,N
LP001516,Female,No,0,Graduate,Yes,2400,8980.0,137.0,360.0,1.0,Urban,Y
LP002640,Male,Yes,0,Graduate,Yes,2130,6666.0,70.0,180.0,1.0,Semiurban,N
LP001186,Female,Yes,0,Graduate,Yes,3086,3440.0,132.0,,1.0,Semiurban,Y
LP001387,Female,Yes,2,Not Graduate,Yes,1928,3237.0,98.0,360.0,,Semiurban,Y
LP002716,Male,Yes,0,Graduate,Yes,1025,3541.0,113.0,360.0,1.0,Rural,Y
LP002964,Male,Yes,0,Graduate,Yes,3593,2210.0,135.0,360.0,1.0,Rural,Y
LP002364,Male,Yes,0,Graduate,Yes,2483,2340.0,143.0,360.0,1.0,Semiurban,Y
LP001318,Male,Yes,2,Graduate,No,3316,7166.0,480.0,360.0,1.0,Rural,Y
LP002368,Male,No,1,Graduate,Yes,37719,0.0,600.0,300.0,,Urban,Y
LP001008,Male,Yes,0,Not Graduate,No,2609,1911.0,104.0,360.0,1.0,Urban,Y
LP002188,Male,No,0,Graduate,Yes,3069,0.0,50.0,360.0,0.0,Rural,N
LP001003,Male,Yes,1,Graduate,Yes,3417,1508.0,145.0,360.0,1.0,Urban,Y
LP002409,Female,Yes,0,Graduate,Yes,4333,2451.0,140.0,360.0,0.0,Semiurban,N
LP001535,Male,No,0,Graduate,Yes,1800,1213.0,100.0,360.0,1.0,Semiurban,Y
LP001691,Male,No,2,Graduate,Yes,3617,4750.0,187.0,360.0,1.0,Urban,N
LP001578,Male,Yes,0,Graduate,Yes,6250,0.0,128.0,360.0,1.0,Semiurban,Y
LP002537,Male,Yes,0,Graduate,Yes,3015,2188.0,153.0,360.0,1.0,Urban,Y
LP001671,Male,Yes,0,Graduate,Yes,3250,0.0,170.0,360.0,1.0,Rural,Y
LP002265,Male,Yes,2,Graduate,Yes,3100,484.0,135.0,360.0,1.0,Urban,Y
LP002683,Female,No,0,Graduate,Yes,3159,1863.0,84.0,,1.0,Semiurban,Y
LP001926,Male,No,0,Graduate,Yes,3158,0.0,42.0,360.0,1.0,Semiurban,Y
LP001493,Male,Yes,3+,Graduate,Yes,4281,4000.0,172.0,300.0,1.0,Rural,N
LP002265,Male,Yes,2,Graduate,Yes,3100,1400.0,94.0,360.0,1.0,Urban,Y
LP001904,Female,Yes,0,Not Graduate,Yes,4100,0.0,124.0,360.0,,Semiurban,Y
LP002494,Male,Yes,1,Graduate,Yes,1880,0.0,75.0,360.0,1.0,Urban,Y
LP001570,Male,Yes,0,Graduate,Yes,9323,0.0,75.0,360.0,1.0,Urban,Y
LP002840,Female,No,0,Graduate,Yes,2378,0.0,,360.0,1.0,Semiurban,Y
LP001698,Female,No,0,Graduate,No,2600,1717.0,99.0,300.0,1.0,Semiurban,Y
LP001720,Male,Yes,3+,Not Graduate,Yes,3850,0.0,113.0,480.0,1.0,Rural,Y
LP002624,Male,No,0,Not Graduate,Yes,2679,1302.0,55.0,360.0,1.0,Urban,Y
LP002106,Male,No,0,Graduate,Yes,2935,0.0,70.0,360.0,1.0,Urban,Y
LP002082,Male,Yes,3+,Not Graduate,Yes,4707,0.0,100.0,360.0,1.0,Semiurban,Y
LP001265,Male,Yes,1,Graduate,Yes,3988,0.0,50.0,360.0,1.0,Rural,N
LP002209,Male,Yes,0,Graduate,Yes,2499,2458.0,90.0,180.0,,Urban,Y
LP001908,Male,Yes,2,Graduate,Yes,2301,5000.0,138.0,360.0,1.0,Urban,Y
LP002455,Male,No,0,Graduate,No,7085,0.0,128.0,360.0,1.0,Semiurban,Y
LP002862,Male,Yes,1,Graduate,Yes,3417,2500.0,173.0,360.0,1.0,Urban,Y
LP001131,Female,No,0,Graduate,Yes,2645,2275.0,150.0,360.0,1.0,Semiurban,Y
LP002272,Male,Yes,2,Graduate,Yes,3100,484.0,135.0,360.0,,Semiurban,Y
LP001508,Male,Yes,1,Graduate,No,1000,2079.0,,360.0,0.0,Semiurban,N
LP001865,Male,Yes,1,Graduate,Yes,4708,4250.0,,360.0,0.0,Semiurban,N
LP001798,Male,Yes,1,Graduate,Yes,2882,1260.0,97.0,360.0,,Urban,Y
LP001529,Male,Yes,1,Graduate,Yes,1538,2250.0,107.0,360.0,1.0,Rural,Y
LP002211,Female,No,0,Graduate,Yes,2667,0.0,84.0,360.0,1.0,Rural,Y
LP002958,Male,Yes,2,Graduate,Yes,5780,0.0,192.0,360.0,1.0,Urban,Y
LP001884,Male,Yes,3+,Graduate,Yes,4691,1811.0,160.0,360.0,1.0,Rural,Y
LP002571,Male,Yes,0,Graduate,Yes,6133,4583.0,100.0,360.0,0.0,Rural,N
LP002128,Male,No,0,Not Graduate,Yes,3833,0.0,80.0,,1.0,Rural,N
LP002225,Male,Yes,2,Not Graduate,Yes,4200,242.0,194.0,360.0,1.0,Semiurban,Y
LP002740,Female,Yes,1,Graduate,No,11500,0.0,155.0,180.0,1.0,Urban,Y
LP001006,Male,No,3+,Graduate,Yes,3083,0.0,99.0,360.0,0.0,Semiurban,N
LP002740,Male,No,0,Graduate,Yes,1836,33837.0,103.0,360.0,1.0,Semiurban,Y
LP001367,Male,No,0,Graduate,Yes,8566,3666.0,253.0,360.0,1.0,Urban,Y
LP001157,Female,No,0,Graduate,Yes,4000,0.0,115.0,360.0,1.0,Semiurban,Y
LP002087,Male,No,2,Graduate,Yes,4384,1987.0,130.0,360.0,1.0,Rural,Y
LP001907,Male,Yes,0,Graduate,Yes,2620,2223.0,150.0,360.0,1.0,Rural,Y
LP001384,Male,Yes,2,Not Graduate,No,6383,0.0,,360.0,1.0,Rural,Y
LP002547,Male,Yes,1,Not Graduate,Yes,5333,1430.0,186.0,360.0,1.0,Urban,N
LP001955,Male,Yes,1,Graduate,Yes,6875,2925.0,187.0,360.0,,Urban,Y
LP002106,Female,No,0,Graduate,Yes,2917,0.0,71.0,360.0,0.0,Urban,N
LP001138,Female,No,0,Graduate,Yes,2645,0.0,80.0,360.0,1.0,Urban,Y
LP002984,Male,Yes,1,Graduate,Yes,1782,2232.0,107.0,360.0,1.0,Semiurban,Y
LP001392,Female,No,0,Graduate,Yes,2400,0.0,,,1.0,Urban,Y
LP002178,Male,No,0,Graduate,Yes,2833,1783.0,186.0,360.0,0.0,Urban,Y
LP002524,,No,0,Graduate,Yes,3583,0.0,67.0,360.0,1.0,Semiurban,Y
LP001008,Male,Yes,2,Graduate,Yes,1299,1526.0,60.0,360.0,0.0,Semiurban,N
LP002301,Female,No,0,Graduate,No,7451,0.0,194.0,360.0,0.0,Urban,N
LP001713,Male,Yes,0,Graduate,Yes,7933,2816.0,110.0,360.0,1.0,Semiurban,Y
LP001488,Male,Yes,2,Graduate,Yes,11417,0.0,187.0,180.0,1.0,Urban,Y
LP002493,Male,Yes,1,Graduate,No,3450,3022.0,88.0,360.0,1.0,Semiurban,Y
LP002684,Male,No,2,Graduate,Yes,5532,4648.0,120.0,360.0,1.0,Rural,N
LP001788,Male,Yes,1,Graduate,Yes,2882,1260.0,97.0,360.0,1.0,Rural,Y
LP002734,Male,No,0,Not Graduate,Yes,6216,0.0,130.0,360.0,1.0,Rural,N
LP002892,Male,No,0,Graduate,,3182,0.0,50.0,360.0,1.0,Urban,Y
LP001109,Male,Yes,0,Graduate,Yes,1828,5500.0,70.0,360.0,1.0,Urban,Y
LP002315,Male,No,0,Graduate,Yes,2500,20000.0,103.0,300.0,0.0,Urban,N
LP001243,Male,Yes,2,Graduate,Yes,3073,1167.0,80.0,360.0,1.0,Semiurban,Y
LP001666,Female,No,0,Graduate,No,2600,0.0,120.0,360.0,1.0,Semiurban,Y
LP001888,Male,Yes,0,Graduate,Yes,3704,800.0,80.0,180.0,1.0,Rural,N
LP002141,Male,Yes,0,Graduate,Yes,3013,2064.0,120.0,300.0,1.0,Urban,Y
LP002940,Male,Yes,1,Graduate,Yes,1782,2232.0,125.0,360.0,1.0,Rural,Y
LP001836,Male,Yes,0,Graduate,Yes,3941,2200.0,135.0,360.0,1.0,Semiurban,Y
LP002571,Male,Yes,1,Not Graduate,Yes,2653,0.0,66.0,360.0,1.0,Urban,Y
LP001643,Male,Yes,0,Not Graduate,Yes,1863,2934.0,0.0,360.0,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,Yes,1926,0.0,61.0,360.0,1.0,Urban,N
LP001603,Male,Yes,3+,Graduate,Yes,3167,1717.0,134.0,360.0,0.0,Semiurban,N
LP001028,Male,Yes,0,Not Graduate,Yes,2583,2358.0,0.0,360.0,1.0,Urban,Y
LP001385,Male,No,0,Not Graduate,Yes,2679,1451.0,105.0,360.0,1.0,Semiurban,Y
LP001157,Male,Yes,3+,Graduate,Yes,3029,0.0,74.0,360.0,1.0,Urban,N
LP001974,Male,Yes,0,Graduate,Yes,3704,800.0,80.0,180.0,1.0,Urban,Y
LP002936,Male,Yes,3+,Not Graduate,Yes,3173,0.0,113.0,360.0,,Semiurban,Y
LP002139,Male,Yes,0,Graduate,Yes,9083,0.0,228.0,360.0,1.0,Semiurban,N
LP001356,Male,Yes,1,Graduate,No,1000,0.0,66.0,360.0,1.0,Urban,N
LP002144,Female,Yes,1,Graduate,Yes,4608,1508.0,117.0,84.0,1.0,Semiurban,Y
LP002319,Male,Yes,2,Graduate,Yes,4566,0.0,100.0,360.0,1.0,Urban,N
LP002534,Male,Yes,3+,Graduate,Yes,7740,0.0,157.0,180.0,1.0,Rural,Y
LP001677,Male,No,0,Not Graduate,Yes,3975,0.0,0.0,360.0,1.0,Semiurban,Y
LP001066,Male,Yes,2,Graduate,Yes,1299,8106.0,180.0,120.0,,Semiurban,Y
LP002562,Male,Yes,0,Graduate,Yes,4333,3300.0,130.0,180.0,0.0,Rural,N
LP001552,Male,No,0,Graduate,,2980,0.0,76.0,360.0,1.0,Rural,Y
LP001854,Male,Yes,3+,Not Graduate,Yes,3357,0.0,99.0,360.0,1.0,Semiurban,Y
LP002714,Male,Yes,1,Not Graduate,Yes,5285,1430.0,170.0,360.0,0.0,Semiurban,N
LP002161,Female,No,1,Graduate,Yes,11250,0.0,196.0,360.0,,Semiurban,Y
LP001884,Male,Yes,3+,Graduate,,3750,1250.0,80.0,360.0,0.0,Semiurban,N
LP002789,Male,Yes,2,Not Graduate,Yes,3987,1411.0,157.0,360.0,1.0,Urban,Y
LP001451,Male,No,0,Graduate,Yes,14999,3750.0,242.0,360.0,0.0,Urban,N
LP002386,Male,Yes,0,Graduate,Yes,2425,2340.0,136.0,360.0,1.0,Semiurban,Y
LP001146,Female,No,0,Graduate,Yes,3086,2275.0,139.0,360.0,0.0,Semiurban,Y
LP001465,Male,No,1,Graduate,No,6950,0.0,175.0,360.0,1.0,Rural,N
LP002912,Male,Yes,1,Not Graduate,Yes,1958,2436.0,131.0,180.0,0.0,Rural,N
LP001030,Male,No,0,Graduate,Yes,4950,0.0,136.0,360.0,1.0,Urban,Y
LP001451,Male,Yes,0,Not Graduate,Yes,4300,0.0,133.0,360.0,0.0,Semiurban,N
LP001097,Male,Yes,0,Not Graduate,Yes,4300,0.0,96.0,360.0,1.0,Rural,Y
LP001674,Male,No,0,Graduate,Yes,2479,2791.0,89.0,360.0,1.0,Rural,N
LP001541,Male,Yes,1,Graduate,Yes,6400,0.0,200.0,360.0,,Urban,Y
LP001519,Female,No,0,Graduate,Yes,10000,1666.0,312.0,360.0,0.0,Urban,N
LP002144,Male,Yes,1,Graduate,Yes,5935,0.0,144.0,84.0,1.0,Rural,N
LP002517,Female,No,0,Graduate,Yes,3159,2985.0,120.0,360.0,,Rural,Y
LP001041,Male,Yes,0,Graduate,,4166,1250.0,182.0,360.0,1.0,Urban,Y
LP002524,Male,Yes,2,Not Graduate,Yes,2192,2375.0,,360.0,1.0,Semiurban,Y
LP002244,Male,No,0,Not Graduate,Yes,3902,1993.0,126.0,360.0,1.0,Semiurban,Y
LP002958,Male,Yes,2,Graduate,Yes,3159,2330.0,134.0,360.0,1.0,Rural,Y
LP002250,Male,Yes,0,Graduate,Yes,5488,0.0,44.0,360.0,1.0,Rural,Y
LP001186,Male,No,0,Graduate,Yes,9166,0.0,244.0,360.0,1.0,Urban,N
LP001925,Female,No,0,Graduate,No,4583,0.0,128.0,360.0,1.0,Semiurban,Y
LP001716,Male,Yes,3+,Graduate,Yes,7740,1695.0,110.0,180.0,1.0,Urban,Y
LP002398,Male,No,0,Graduate,Yes,1926,0.0,75.0,360.0,1.0,Urban,Y
LP001449,Male,No,0,Graduate,Yes,2014,1213.0,47.0,360.0,1.0,Urban,Y
LP002319,Male,Yes,0,Not Graduate,Yes,2167,2033.0,115.0,360.0,0.0,Rural,N
LP001844,Male,Yes,0,Graduate,Yes,14683,2100.0,436.0,360.0,1.0,Semiurban,Y
LP002281,Male,No,0,Not Graduate,Yes,2717,0.0,65.0,300.0,1.0,Urban,Y
LP002142,Female,Yes,1,Graduate,Yes,4608,0.0,155.0,180.0,1.0,Semiurban,Y
LP002772,Male,Yes,2,Graduate,Yes,5780,0.0,130.0,84.0,1.0,Rural,N
LP001800,Male,No,0,Graduate,Yes,2060,0.0,61.0,360.0,1.0,Rural,Y
LP002898,Male,Yes,0,Graduate,Yes,3000,3416.0,95.0,300.0,0.0,Urban,Y
LP002284,Male,No,3+,Not Graduate,Yes,4707,1666.0,128.0,360.0,1.0,Rural,Y
LP001814,Female,No,,Graduate,Yes,3813,0.0,135.0,480.0,1.0,Rural,Y
LP001322,Male,Yes,2,Not Graduate,Yes,7667,1430.0,110.0,360.0,1.0,Semiurban,Y
LP001560,Male,Yes,0,Graduate,Yes,3250,2138.0,153.0,360.0,1.0,Rural,N
LP002820,Male,No,0,Graduate,No,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP001636,Male,Yes,3+,Not Graduate,Yes,4931,0.0,73.0,360.0,,Semiurban,Y
LP001144,Female,No,0,Graduate,Yes,4230,0.0,115.0,360.0,1.0,Semiurban,Y
LP001036,Male,Yes,3+,Graduate,Yes,6417,0.0,150.0,360.0,1.0,Rural,Y
LP001194,Male,No,0,Graduate,Yes,3254,0.0,71.0,360.0,1.0,Urban,N
LP002142,Male,Yes,3+,Graduate,Yes,5250,0.0,100.0,360.0,1.0,Semiurban,Y
LP002874,Male,Yes,0,Graduate,Yes,3232,1950.0,108.0,360.0,1.0,Urban,Y
LP001877,Male,Yes,2,Graduate,Yes,6083,5000.0,138.0,360.0,1.0,Semiurban,Y
LP002335,Male,Yes,2,Graduate,No,1600,4600.0,176.0,360.0,1.0,Rural,Y
LP002544,Male,Yes,1,Graduate,No,16667,4750.0,120.0,360.0,1.0,Semiurban,Y
LP001493,Male,No,0,Graduate,,2929,0.0,59.0,360.0,1.0,Urban,N
LP002051,Female,No,1,Graduate,Yes,3062,0.0,100.0,360.0,1.0,Semiurban,Y
LP001519,Female,Yes,2,Graduate,Yes,1378,7750.0,200.0,360.0,1.0,Urban,N
LP001917,Male,No,0,Graduate,Yes,3158,3053.0,89.0,360.0,1.0,Rural,Y
LP001682,Male,Yes,0,Graduate,Yes,2439,0.0,61.0,180.0,1.0,Semiurban,Y
LP001005,Male,Yes,3+,Graduate,Yes,4281,1811.0,182.0,360.0,1.0,Rural,N
LP002619,Male,Yes,2,Graduate,No,17500,0.0,500.0,360.0,1.0,Rural,Y
LP002409,Female,No,0,Graduate,Yes,4547,0.0,112.0,360.0,1.0,Semiurban,Y
LP001379,Male,Yes,0,Graduate,Yes,2130,1330.0,85.0,360.0,1.0,Semiurban,Y
LP001275,Male,Yes,0,Graduate,Yes,2698,2034.0,95.0,360.0,1.0,Semiurban,Y
LP002008,Female,No,0,Not Graduate,Yes,4350,0.0,154.0,360.0,1.0,Urban,N
LP002659,Male,Yes,1,Graduate,Yes,6065,2004.0,250.0,360.0,1.0,Semiurban,N
LP001877,Male,Yes,2,Graduate,Yes,4708,5000.0,138.0,360.0,1.0,Urban,Y
LP001633,Female,No,0,Graduate,Yes,1811,0.0,30.0,360.0,1.0,Urban,N
LP001917,Male,Yes,0,Graduate,,3716,0.0,76.0,180.0,1.0,Rural,Y
LP002424,Male,Yes,2,Not Graduate,Yes,1958,1456.0,60.0,180.0,1.0,Rural,Y
LP001469,Male,Yes,3+,Graduate,Yes,3036,7750.0,495.0,360.0,1.0,Semiurban,N
LP002101,Female,Yes,0,Not Graduate,Yes,2149,1644.0,95.0,360.0,0.0,Semiurban,N
LP001006,Male,Yes,0,Graduate,Yes,5726,2667.0,211.0,360.0,,Rural,N
LP002529,Male,Yes,2,Graduate,No,3316,7166.0,380.0,300.0,1.0,Rural,Y
LP002693,Male,Yes,3+,Not Graduate,Yes,4707,0.0,110.0,,0.0,Urban,N
LP002515,Male,Yes,0,Graduate,Yes,4333,2451.0,,180.0,1.0,Semiurban,Y
LP002928,Male,Yes,0,Graduate,Yes,2297,3150.0,115.0,300.0,1.0,Rural,N
LP001914,Male,No,1,Not Graduate,No,2583,2167.0,104.0,360.0,1.0,Rural,Y
LP001788,Male,Yes,2,Not Graduate,Yes,4755,0.0,128.0,360.0,1.0,Urban,Y
LP002187,Male,No,0,Not Graduate,Yes,3358,0.0,110.0,360.0,1.0,Semiurban,Y
LP002690,Female,Yes,2,Graduate,Yes,1378,2330.0,107.0,360.0,1.0,Urban,N
LP001213,Male,Yes,3+,Graduate,Yes,6406,1811.0,210.0,360.0,0.0,Semiurban,Y
LP001947,Male,Yes,1,Graduate,Yes,9703,0.0,112.0,360.0,1.0,Urban,Y
LP002161,Female,No,1,Graduate,Yes,13262,0.0,600.0,360.0,1.0,Rural,N
LP001744,Male,Yes,0,Graduate,Yes,6250,0.0,128.0,180.0,1.0,Semiurban,Y
LP001978,Female,No,0,Graduate,Yes,5000,2541.0,185.0,480.0,1.0,Rural,N
LP001560,Male,Yes,0,Graduate,Yes,2439,2138.0,122.0,360.0,1.0,Semiurban,Y
LP002560,Male,Yes,1,Graduate,Yes,2787,0.0,98.0,360.0,1.0,Rural,Y
LP002893,Male,No,0,Graduate,,2764,33837.0,103.0,360.0,1.0,Semiurban,Y
LP001639,Male,Yes,0,Not Graduate,Yes,1863,1041.0,98.0,360.0,1.0,Urban,N
LP002368,Male,Yes,0,Graduate,Yes,3708,2451.0,142.0,360.0,1.0,Semiurban,Y
LP001333,Female,Yes,0,Graduate,Yes,2484,4486.0,258.0,360.0,1.0,Urban,N
LP002031,Male,No,0,Graduate,Yes,5124,0.0,130.0,,1.0,Semiurban,Y
LP002342,Female,No,0,Graduate,No,2500,0.0,80.0,360.0,1.0,Urban,Y
LP002086,Male,Yes,,Graduate,Yes,13650,0.0,96.0,,0.0,Rural,N
LP001487,Male,Yes,0,Graduate,No,3459,3750.0,180.0,360.0,1.0,Rural,Y
LP002731,Female,No,0,Graduate,Yes,645,3683.0,113.0,360.0,1.0,Semiurban,Y
LP002234,,Yes,0,Graduate,Yes,2473,1843.0,159.0,360.0,1.0,Semiurban,Y
LP002364,Female,Yes,0,Not Graduate,No,7142,1000.0,110.0,360.0,,Semiurban,Y
LP002560,Male,No,0,Not Graduate,Yes,3358,0.0,80.0,360.0,1.0,Urban,N
LP002287,Male,Yes,1,Graduate,Yes,3100,1508.0,95.0,360.0,1.0,Urban,Y
LP001630,Male,Yes,1,Not Graduate,Yes,2875,1750.0,113.0,180.0,1.0,Semiurban,Y
LP001953,Male,Yes,3+,Graduate,Yes,6417,0.0,128.0,360.0,1.0,Rural,Y
LP001894,Male,Yes,0,Graduate,Yes,14583,0.0,436.0,360.0,1.0,Semiurban,Y
LP001489,Male,Yes,0,Graduate,No,2577,3750.0,160.0,360.0,1.0,Rural,Y
LP001653,Male,Yes,0,Not Graduate,Yes,6033,0.0,218.0,180.0,1.0,Urban,N
LP002541,,Yes,0,Graduate,Yes,3583,2857.0,142.0,360.0,1.0,Semiurban,Y
LP001900,Male,No,0,Graduate,No,4692,4333.0,120.0,180.0,1.0,Rural,N
LP002683,Male,Yes,0,Graduate,Yes,1025,5500.0,70.0,180.0,1.0,Semiurban,Y
LP001255,Male,No,0,Graduate,Yes,3750,0.0,100.0,360.0,1.0,Semiurban,Y
LP002911,Male,Yes,0,Graduate,Yes,2297,1950.0,88.0,360.0,1.0,Rural,Y
LP001744,Male,No,0,Graduate,Yes,2479,2791.0,144.0,360.0,1.0,Urban,Y
LP001691,Female,No,0,Graduate,No,4583,0.0,128.0,360.0,1.0,Semiurban,Y
LP001888,Male,Yes,0,Graduate,Yes,3704,2000.0,120.0,360.0,1.0,Rural,Y
LP001814,Female,No,0,Graduate,No,2600,0.0,120.0,360.0,,Rural,N
LP001953,Male,Yes,3+,Graduate,Yes,4691,0.0,94.0,360.0,1.0,Urban,N
LP002434,Male,Yes,2,Graduate,Yes,3859,0.0,96.0,360.0,1.0,Rural,N
LP002979,Male,Yes,3+,Graduate,Yes,39999,0.0,600.0,180.0,1.0,Semiurban,N
LP001888,Female,No,0,Graduate,No,2600,0.0,30.0,360.0,,Urban,Y
LP001228,Male,Yes,0,Graduate,Yes,5726,0.0,44.0,180.0,1.0,Urban,Y
LP002813,Male,Yes,0,Graduate,Yes,2768,1843.0,115.0,300.0,1.0,Urban,Y
LP001245,Male,No,0,Graduate,Yes,1853,2840.0,131.0,360.0,1.0,Rural,Y
LP002855,Male,Yes,0,Graduate,No,9963,4490.0,100.0,360.0,0.0,Urban,N
LP001949,Female,No,,Graduate,Yes,3813,0.0,135.0,180.0,1.0,Urban,Y
LP002776,Female,No,0,Graduate,Yes,2138,0.0,99.0,360.0,1.0,Rural,Y
LP001047,Male,No,0,Graduate,Yes,6277,0.0,120.0,360.0,1.0,Urban,Y
